"UniqueId","FullName","University","JoinYear","SubField","Bachelors","Doctorate"
"2550","Wesley J. Willett","University of Calgary","2015","Human-Computer Interaction","University of Colorado Boulder","University of California, Berkeley"
"2551","Zongpeng Li","University of Calgary","2005","Computer Networks","Tsinghua University","University of Toronto"
"2552","Aditya G. Parameswaran","University of California, Berkeley","2019","Databases","Indian Institute of Technology Bombay","Stanford University"
"2553","Alberto L. Sangiovanni-Vincentelli","University of California, Berkeley","1976","Embedded & Real-Time Systems","","Politecnico di Milano"
"2554","Alessandro Chiesa","University of California, Berkeley","2015","Algorithms & Complexity","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"2555","Alexandre M. Bayen","University of California, Berkeley","2005","Embedded & Real-Time Systems","École polytechnique","Stanford University"
"2556","Alexei A. Efros","University of California, Berkeley","2013","Artificial Intelligence","University of Utah","University of California, Berkeley"
"2557","Ali Javey","University of California, Berkeley","2006","Embedded & Real-Time Systems","Old Dominion University","Stanford University"
"2558","Ali M. Niknejad","University of California, Berkeley","2002","Embedded & Real-Time Systems","University of California, Los Angeles","Stanford University"
"2559","Alistair Sinclair","University of California, Berkeley","1994","Algorithms & Complexity","University of Cambridge","University of Edinburgh"
"2560","Alvin Cheung","University of California, Berkeley","2014","Algorithms & Complexity","Stanford University","Massachusetts Institute of Technology"
"2561","Ana Claudia Arias","University of California, Berkeley","2011","Embedded & Real-Time Systems","Federal University of Paraná in Curitiba, Brazil","University of Cambridge"
"2562","Anant Sahai","University of California, Berkeley","2002","Machine Learning & Data Mining","University of California, Berkeley","Massachusetts Institute of Technology"
"2563","Anca D. Dragan","University of California, Berkeley","2015","Robotics","Jacobs University Bremen","Carnegie Mellon University"
"2564","Angjoo Kanazawa","University of California, Berkeley","2020","Computer Vision","New York University","University of Maryland"
"2565","Anthony D. Joseph","University of California, Berkeley","1998","Operating Systems","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"2566","Armando Fox","University of California, Berkeley","2012","Operating Systems","Massachusetts Institute of Technology","University of California, Berkeley"
"2570","Ben Recht","University of California, Berkeley","2013","Machine Learning & Data Mining","University of Chicago","Massachusetts Institute of Technology"
"2571","Bernd Sturmfels","University of California, Berkeley","1995","Comp. Bio & Bioinformatics","Technische Universität Darmstadt","University of Washington"
"2572","Bernhard E. Boser","University of California, Berkeley","1992","Algorithms & Complexity","ETH Zurich","Stanford University"
"2573","Bin Yu","University of California, Berkeley","1993","Machine Learning & Data Mining","Peking University","University of California, Berkeley"
"2574","Bjoern Hartmann","University of California, Berkeley","2009","Human-Computer Interaction","University of Pennsylvania","Stanford University"
"2575","Borivoje Nikolic","University of California, Berkeley","1999","Computer Networks","University of Belgrade","University of California, Davis"
"2576","Brian A. Barsky","University of California, Berkeley","1981","Comp. Bio & Bioinformatics","McGill University","University of Utah"
"2577","Chang Ming Wu","University of California, Berkeley","2004","Computer Architecture","National Taiwan University","University of California, Berkeley"
"2578","Chunlei Liu","University of California, Berkeley","2016","Comp. Bio & Bioinformatics","Peking University","Stanford University"
"2581","Daniel Klein","University of California, Berkeley","2006","Natural Language Processing","Cornell University","Stanford University"
"2582","David A. Wagner","University of California, Berkeley","2000","Computer Security","Princeton University","University of California, Berkeley"
"2583","David Bamman","University of California, Berkeley","2015","Natural Language Processing","University of Wisconsin-Madison","Carnegie Mellon University"
"2584","David Culler","University of California, Berkeley","1989","Operating Systems","University of California, Berkeley","Massachusetts Institute of Technology"
"2585","Dawn Song","University of California, Berkeley","2007","Computer Security","Tsinghua University","University of California, Berkeley"
"2586","Edward A. Lee","University of California, Berkeley","1986","Computer Security","Yale University","University of California, Berkeley"
"2589","Eric A. Brewer","University of California, Berkeley","1994","Programming Languages","University of California, Berkeley","Massachusetts Institute of Technology"
"2590","Eric Paulos","University of California, Berkeley","2008","Human-Computer Interaction","University of California, Berkeley","University of California, Berkeley"
"2591","George C. Necula","University of California, Berkeley","1998","Programming Languages","Politehnica University of Bucharest","Carnegie Mellon University"
"2592","Hany Farid","University of California, Berkeley","1999","Computer Vision","University of Rochester","University of Pennsylvania"
"2593","Ion Stoica","University of California, Berkeley","2000","Operating Systems","Polytechnic University of Bucharest","Carnegie Mellon University"
"2594","James Demmel","University of California, Berkeley","1990","High-Performance Computing","California Institute of Technology","University of California, Berkeley"
"2595","James F. O'Brien","University of California, Berkeley","2000","Computer Graphics","Florida International University","Georgia Institute of Technology"
"2597","Jelani Nelson","University of California, Berkeley","2013","Algorithms & Complexity","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"2598","Jennifer Listgarten","University of California, Berkeley","2018","Artificial Intelligence","Queen's University","University of Toronto"
"2599","Jitendra Malik","University of California, Berkeley","1986","Computer Vision","Indian Institute of Technology Kanpur","Stanford University"
"2600","John Canny","University of California, Berkeley","1987","Artificial Intelligence","University of Adelaide","Massachusetts Institute of Technology"
"2601","John D. Kubiatowicz","University of California, Berkeley","1998","Operating Systems","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"2602","John Wawrzynek","University of California, Berkeley","1988","Computer Architecture","State University of New York","California Institute of Technology"
"2603","Jonathan Ragan-Kelley","Massachusetts Institute of Technology","2020","Computer Graphics","Stanford University","Massachusetts Institute of Technology"
"2604","Jonathan Richard Shewchuk","University of California, Berkeley","1997","Algorithms & Complexity","Simon Fraser University","Carnegie Mellon University"
"2605","Jose M. Carmena","University of California, Berkeley","2011","Embedded & Real-Time Systems","Polytechnic University of Valencia","University of Edinburgh"
"2606","Joseph E. Gonzalez","University of California, Berkeley","2016","Artificial Intelligence","California Institute of Technology","Carnegie Mellon University"
"2607","Joseph M. Hellerstein","University of California, Berkeley","1998","Databases","Harvard University","University of Wisconsin-Madison"
"2608","Kannan Ramchandran","University of California, Berkeley","1999","Robotics","City College of New York","Columbia University"
"2609","Katherine A. Yelick","University of California, Berkeley","1991","High-Performance Computing","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"2611","Ken Goldberg","University of California, Berkeley","1995","Artificial Intelligence","University of Pennsylvania","Carnegie Mellon University"
"2612","Koushik Sen","University of California, Berkeley","2006","Programming Languages","Indian Institute of Technology Kanpur","University of Illinois at Urbana-Champaign"
"2614","Kurt Keutzer","University of California, Berkeley","1998","Machine Learning & Data Mining","Maharishi International University","Indiana University Bloomington"
"2615","Laura Waller","University of California, Berkeley","2015","Computer Graphics","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"2616","Laurent El Ghaoui","University of California, Berkeley","2007","Machine Learning & Data Mining","École polytechnique","Stanford University"
"2617","Marti A. Hearst","University of California, Berkeley","1997","Human-Computer Interaction","University of California, Berkeley","University of California, Berkeley"
"2618","Martin J. Wainwright","University of California, Berkeley","2004","Machine Learning & Data Mining","University of Waterloo","Massachusetts Institute of Technology"
"2619","Michael I. Jordan","University of California, Berkeley","1998","Machine Learning & Data Mining","Louisiana State University","University of California, San Diego"
"2620","Michel M. Maharbiz","University of California, Berkeley","2005","Comp. Bio & Bioinformatics","Cornell University","University of California, Berkeley"
"2621","Moritz Hardt","University of California, Berkeley","2015","Machine Learning & Data Mining","Saarland University","Princeton University"
"2622","Nilah Ioannidis","University of California, Berkeley","2019","Comp. Bio & Bioinformatics","Harvard University","Harvard University"
"2623","Nir Yosef","University of California, Berkeley","2014","Comp. Bio & Bioinformatics","Ben-Gurion University of the Negev","Tel Aviv University"
"2624","Peter Bartlett","University of California, Berkeley","2001","Machine Learning & Data Mining","","University of Queensland"
"2625","Pieter Abbeel","University of California, Berkeley","2008","Robotics","Katholieke Universiteit Leuven","Stanford University"
"2626","Prabal Dutta","University of California, Berkeley","2010","Embedded & Real-Time Systems","Ohio State University","University of California, Berkeley"
"2627","Prasad Raghavendra","University of California, Berkeley","2012","Algorithms & Complexity","Indian Institute of Technology Madras","University of Washington"
"2628","Raluca A. Popa","University of California, Berkeley","2015","Computer Security","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"2629","Randy H. Katz","University of California, Berkeley","1983","Operating Systems","Cornell University","University of California, Berkeley"
"2630","Ren Ng","University of California, Berkeley","2015","Computer Graphics","Stanford University","Stanford University"
"2633","S. Shankar Sastry","University of California, Berkeley","1983","Artificial Intelligence","Indian Institute of Technology Bombay","University of California, Berkeley"
"2634","Sanjam Garg","University of California, Berkeley","2014","Cryptography","Indian Institute of Technology Delhi","University of California, Los Angeles"
"2635","Sanjit A. Seshia","University of California, Berkeley","2005","Logic & Verification","Indian Institute of Technology Bombay","Carnegie Mellon University"
"2636","Satish Rao","University of California, Berkeley","1999","Algorithms & Complexity","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"2637","Sayeef S. Salahuddin","University of California, Berkeley","2008","Embedded & Real-Time Systems","Bangladesh University of Engineering and Technology","Purdue University"
"2638","Scott Shenker","University of California, Berkeley","1998","Operating Systems","Brown University","University of California, Berkeley"
"2639","Sergey Levine","University of California, Berkeley","2016","Robotics","Stanford University","Stanford University"
"2640","Seth R. Sanders","University of California, Berkeley","1989","Robotics","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"2641","Stuart J. Russell","University of California, Berkeley","1996","Artificial Intelligence","University of Oxford","Stanford University"
"2642","Sylvia Ratnasamy","University of California, Berkeley","2011","Operating Systems","Savitribai Phule Pune University","University of California, Berkeley"
"2643","Thomas Courtade","Arizona State University","2014","Logic & Verification","Michigan Technological University","University of California, Los Angeles"
"2644","Trevor Darrell","University of California, Berkeley","1999","Computer Vision","University of Pennsylvania","Massachusetts Institute of Technology"
"2645","Umesh V. Vazirani","University of California, Berkeley","1986","Algorithms & Complexity","Massachusetts Institute of Technology","University of California, Berkeley"
"2646","Vern Paxson","University of California, Berkeley","2007","Computer Networks","Stanford University","University of California, Berkeley"
"2647","Vivek Subramanian","University of California, Berkeley","2000","Comp. Bio & Bioinformatics","Louisiana State University","Stanford University"
"2648","Vladimir Marko Stojanovic","University of California, Berkeley","2013","Computer Architecture","University of Belgrade","Stanford University"
"2649","Yun S. Song","University of California, Berkeley","2007","Comp. Bio & Bioinformatics","Massachusetts Institute of Technology","Stanford University"
"2650","Aditya Thakur","University of California, Davis","2017","Programming Languages","Savitribai Phule Pune University","University of Wisconsin-Madison"
"2651","Bernd Hamann","University of California, Davis","1995","High-Performance Computing","Technical University of Braunschweig","Arizona State University"
"2653","Biswanath Mukherjee","University of California, Davis","1987","Computer Networks","Indian Institute of Technology Kharagpur","University of Washington"
"2654","Cindy Rubio-González","University of California, Davis","2014","Algorithms & Complexity","Instituto Tecnológico de Saltillo","University of Wisconsin-Madison"
"2655","Daniel Gusfield","University of California, Davis","1987","Algorithms & Complexity","University of California, Berkeley","University of California, Berkeley"
"2656","David Doty","University of California, Davis","2015","Algorithms & Complexity","Iowa State University","Iowa State University"
"2657","Dipak Ghosal","University of California, Davis","2004","Computer Networks","Indian Institute of Technology Kanpur","University of Louisiana at Lafayette"
"2658","François Gygi","University of California, Davis","1988","High-Performance Computing","","ETH Zurich"
"2659","Hao Chen","University of California, Davis","2004","Computer Security","Southeast University","University of California, Berkeley"
"2660","Ian Davidson","University of California, Davis","2007","Machine Learning & Data Mining","","Monash University"
"2661","Ilias Tagkopoulos","University of California, Davis","2009","Machine Learning & Data Mining","University of Patras","Princeton University"
"2662","Jason Lowe-Power","University of California, Davis","2017","High-Performance Computing","Georgia Institute of Technology","University of Wisconsin-Madison"
"2664","Karl N. Levitt","University of California, Davis","1966","Computer Security","","New York University"
"2665","Kennet I. Joy","University of California, Davis","","Computer Graphics","University of California, Los Angeles","University of Colorado Boulder"
"2666","Kwan-Liu Ma","University of California, Davis","1999","Computer Graphics","","University of Utah"
"2667","Matt Bishop","University of California, Davis","1993","Computer Security","University of California, Berkeley","Purdue University"
"2668","Matthew K. Farrens","University of California, Davis","1989","Computer Architecture","Nebraska Wesleyan University","University of Wisconsin-Madison"
"2669","Matthew K. Franklin","University of California, Davis","2000","Cryptography","Pomona College","Columbia University"
"2670","Michael Neff","University of California, Davis","2006","Computer Graphics","McMaster University","University of Toronto"
"2671","Mohammad Sadoghi","University of California, Davis","2017","Databases","University of Toronto","University of Toronto"
"2672","Nelson L. Max","University of California, Davis","1977","Computer Graphics","Harvard University","Harvard University"
"2673","Nina Amenta","University of California, Davis","2003","Computer Graphics","Yale University","University of California, Berkeley"
"2674","Norman S. Matloff","University of California, Davis","1975","High-Performance Computing","","University of California, Los Angeles"
"2675","Patrice Koehl","University of California, Davis","2004","Comp. Bio & Bioinformatics","École Centrale Paris","Louis Pasteur University"
"2676","Phillip Rogaway","University of California, Davis","1994","Cryptography","University of California, Berkeley","Massachusetts Institute of Technology"
"2677","Prasant Mohapatra","University of California, Davis","2001","Mobile Computing","National Institute of Technology, Rourkela","Pennsylvania State University"
"2678","Premkumar T. Devanbu","University of California, Davis","1994","Software Engineering","Indian Institute of Technology Madras","Rutgers University"
"2679","Raissa M. D'Souza","University of California, Davis","2005","Algorithms & Complexity","University of Illinois at Urbana-Champaign","Massachusetts Institute of Technology"
"2681","Ronald A. Olsson","University of California, Davis","1986","Programming Languages","","University of Arizona"
"2682","Samuel T. King","University of California, Davis","2017","Computer Security","University of California, Los Angeles","University of Michigan"
"2683","Shyhtsun Felix Wu","University of California, Davis","1995","Computer Security","Tunghai University","Columbia University"
"2684","Vladimir Filkov","University of California, Davis","2002","Software Engineering","La Roche College","Stony Brook University"
"2685","Xin Liu","University of California, Davis","2008","Machine Learning & Data Mining","Xi'an Jiaotong University","Purdue University"
"2686","Yong Jae Lee","University of Wisconsin-Madison","2021","Computer Vision","University of Illinois at Urbana-Champaign","University of Texas at Austin"
"2687","Zhaojun Bai","University of California, Davis","2000","High-Performance Computing","Fudan University","Fudan University"
"2688","Aditi Majumder","University of California, Irvine","2014","Computer Graphics","Jadavpur University","University of North Carolina at Chapel Hill"
"2689","Alex Nicolau","University of California, Irvine","1988","Computer Architecture","","Yale University"
"2690","Alexander T. Ihler","University of California, Irvine","2007","Artificial Intelligence","California Institute of Technology","Massachusetts Institute of Technology"
"2691","Alexander V. Veidenbaum","University of California, Irvine","1985","Computer Architecture","","University of Illinois at Urbana-Champaign"
"2693","Amelia C. Regan","University of California, Irvine","1997","Algorithms & Complexity","University of Pennsylvania","University of Texas at Austin"
"2694","André van der Hoek","University of California, Irvine","2000","Software Engineering","Erasmus University Rotterdam","University of Colorado Boulder"
"2695","Aparna Chandramowlishwaran","University of California, Irvine","2015","High-Performance Computing","Anna University","Georgia Institute of Technology"
"2696","Ardalan Amiri Sani","University of California, Irvine","2015","Operating Systems","Sharif University of Technology","Rice University"
"2697","Babak Shahbaba","University of California, Irvine","2008","Artificial Intelligence","","University of Toronto"
"2698","Bill Tomlinson","University of California, Irvine","2003","Human-Computer Interaction","Harvard University","Massachusetts Institute of Technology"
"2699","Bonnie A. Nardi","University of California, Irvine","","Human-Computer Interaction","University of California, Berkeley","University of California, Irvine"
"2700","Charless C. Fowlkes","University of California, Irvine","2007","Computer Vision","California Institute of Technology","University of California, Berkeley"
"2701","Chen Li","University of California, Irvine","2012","Databases","Tsinghua University","Stanford University"
"2702","Cristina V. Lopes","University of California, Irvine","2002","Programming Languages","","Northeastern University"
"2703","Daniel A. Epstein","University of California, Irvine","2018","Human-Computer Interaction","University of Virginia","University of Washington"
"2705","David Arthur Eppstein","University of California, Irvine","1990","Algorithms & Complexity","Stanford University","Columbia University"
"2706","David F. Redmiles","University of California, Irvine","1994","Software Engineering","American University","University of Colorado Boulder"
"2707","Debra J. Richardson","University of California, Irvine","1987","Computer Architecture","University of California, San Diego","University of Massachusetts Amherst"
"2708","Elaheh Bozorgzadeh","University of California, Irvine","2003","Computer Architecture","Sharif University of Technology","University of California, Los Angeles"
"2709","Eric Mjolsness","University of California, Irvine","2002","Artificial Intelligence","Washington University in St. Louis","California Institute of Technology"
"2710","Erik B. Sudderth","University of California, Irvine","2017","Machine Learning & Data Mining","University of California, San Diego","Massachusetts Institute of Technology"
"2711","Gary M. Olson","University of California, Irvine","2008","Human-Computer Interaction","University of Minnesota","Stanford University"
"2712","Gene Tsudik","University of California, Irvine","2000","Computer Networks","","University of Southern California"
"2713","Gillian R. Hayes","University of California, Irvine","2007","Human-Computer Interaction","Vanderbilt University","Georgia Institute of Technology"
"2714","Gloria Mark","University of California, Irvine","2000","Computer Networks","","Columbia University"
"2715","Ian G. Harris","University of California, Irvine","2002","Computer Architecture","Massachusetts Institute of Technology","University of California, San Diego"
"2716","Iftekhar Ahmed","University of California, Irvine","2018","Software Engineering","Shahjalal University of Science and Technology","Oregon State University"
"2717","Isaac D. Scherson","University of California, Irvine","1990","Computer Architecture","National Autonomous University of Mexico","Weizmann Institute of Science"
"2719","James A. Jones","University of California, Irvine","2008","Software Engineering","Ohio State University","Georgia Institute of Technology"
"2720","Joshua Garcia","University of California, Irvine","2015","Software Engineering","University of Southern California","University of Southern California"
"2721","Judith S. Olson","University of California, Irvine","2008","Human-Computer Interaction","Northwestern University","University of Michigan"
"2723","M. Gopi","University of California, Irvine","2001","Computer Vision","Thiagarajar College of Engineering","University of North Carolina at Chapel Hill"
"2724","Magda El Zarki","University of California, Irvine","1999","Computer Networks","Cairo University","Columbia University"
"2725","Marco Levorato","University of California, Irvine","2013","Computer Networks","University of Ferrara","University of Padua"
"2726","Marios C. Papaefthymiou","University of California, Irvine","1996","Computer Architecture","California Institute of Technology","Massachusetts Institute of Technology"
"2727","Melissa Mazmanian","University of California, Irvine","2009","The Web & Information Retrieval","Colorado College","Massachusetts Institute of Technology"
"2728","Michael B. Dillencourt","University of California, Irvine","1988","Algorithms & Complexity","","University of Maryland"
"2729","Michael Franz","University of California, Irvine","1996","Software Engineering","ETH Zurich","ETH Zurich"
"2730","Michael J. Carey","University of California, Irvine","2008","Databases","Carnegie Mellon University","University of California, Berkeley"
"2731","Michael T. Goodrich","University of California, Irvine","2001","Algorithms & Complexity","Calvin University","Purdue University"
"2732","Mohammad Abdullah Al Faruque","University of California, Irvine","2012","Embedded & Real-Time Systems","Bangladesh University of Engineering and Technology","Karlsruhe Institute of Technology"
"2733","Nalini Venkatasubramanian","University of California, Irvine","1998","Embedded & Real-Time Systems","The Oxford College of Engineering, Bangalore","University of Illinois at Urbana-Champaign"
"2734","Nikil D. Dutt","University of California, Irvine","1983","Computer Architecture","Birla Institute of Technology and Science","University of Illinois at Urbana-Champaign"
"2735","Padhraic Smyth","University of California, Irvine","1996","Artificial Intelligence","National University of Ireland","California Institute of Technology"
"2736","Paul Dourish","University of California, Irvine","2000","Human-Computer Interaction","University of Edinburgh","University College London"
"2737","Pierre Baldi","University of California, Irvine","1999","Artificial Intelligence","","California Institute of Technology"
"2738","Qi Alfred Chen","University of California, Irvine","2018","Computer Security","Nanjing University","University of Michigan"
"2740","Richard H. Lathrop","University of California, Irvine","1995","Artificial Intelligence","Reed College","Massachusetts Institute of Technology"
"2742","Rina Dechter","University of California, Irvine","1990","Artificial Intelligence","University of California, Los Angeles","University of California, Los Angeles"
"2743","Roy Fox","University of California, Irvine","2019","Machine Learning & Data Mining","Hebrew University of Jerusalem","Hebrew University of Jerusalem"
"2744","Sam Malek","University of California, Irvine","2015","Software Engineering","University of California, Irvine","University of Southern California"
"2745","Sameer Singh","University of California, Irvine","2017","Machine Learning & Data Mining","Netaji Subhas Institute of Technology","University of Massachusetts Amherst"
"2746","Sandy Irani","University of California, Irvine","1997","Algorithms & Complexity","Princeton University","University of California, Berkeley"
"2747","Sang Woo Jun","University of California, Irvine","2018","Computer Architecture","Seoul National University","Massachusetts Institute of Technology"
"2748","Sangeetha Abdu Jyothi","University of California, Irvine","2020","Computer Networks","National Institute of Technology Calicut","University of Illinois at Urbana-Champaign"
"2749","Scott Jordan","University of California, Irvine","1999","Computer Networks","University of California, Berkeley","University of California, Berkeley"
"2750","Sharad Mehrotra","University of California, Irvine","1998","Databases","Indian Institute of Technology Kanpur","University of Texas at Austin"
"2751","Shuang Zhao","University of California, Irvine","2015","Computer Graphics","Shanghai Jiao Tong University","Cornell University"
"2752","Stacy M. Branham","University of California, Irvine","2018","Human-Computer Interaction","Virginia Tech","Virginia Tech"
"2753","Stanislaw Jarecki","University of California, Irvine","2003","Cryptography","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"2754","Stephan Mandt","University of California, Irvine","2018","Machine Learning & Data Mining","University of Cologne","University of Cologne"
"2755","Tess Tanenbaum","University of California, Irvine","2014","Computer Graphics","University of Redlands","Simon Fraser University"
"2756","Tony Givargis","University of California, Irvine","2001","Computer Architecture","University of California, Riverside","University of California, Riverside"
"2757","Vijay V. Vazirani","University of California, Irvine","","Algorithms & Complexity","Massachusetts Institute of Technology","University of California, Berkeley"
"2758","Wayne B. Hayes","University of California, Irvine","2004","Algorithms & Complexity","University of Toronto","University of Toronto"
"2759","Xiaohui Xie","University of California, Irvine","2007","Artificial Intelligence","Nanjing University","Massachusetts Institute of Technology"
"2760","Yaming Yu","University of California, Irvine","2005","Algorithms & Complexity","Beijing University","Harvard University"
"2761","Yunan Chen","University of California, Irvine","2008","Human-Computer Interaction","China Medical University","Drexel University"
"2762","Zhou Li","University of California, Irvine","2018","Computer Security","Wuhan University","Indiana University Bloomington"
"2763","Zhou Yu","Columbia University","2021","Natural Language Processing","Zhejiang University","Carnegie Mellon University"
"2764","Adam Meyerson","University of California, Los Angeles","2003","Algorithms & Complexity","Massachusetts Institute of Technology","Stanford University"
"2765","Adnan Darwiche","University of California, Los Angeles","1999","Artificial Intelligence","Kuwait University","Stanford University"
"2766","Alexander A. Sherstov","University of California, Los Angeles","2011","Algorithms & Complexity","Hope College","University of Texas at Austin"
"2768","Amit Sahai","University of California, Los Angeles","2004","Cryptography","University of California, Berkeley","Massachusetts Institute of Technology"
"2770","Cho-Jui Hsieh","University of California, Los Angeles","2018","Machine Learning & Data Mining","National Taiwan University","University of Texas at Austin"
"2772","Demetri Terzopoulos","University of California, Los Angeles","2005","Computer Graphics","McGill University","Massachusetts Institute of Technology"
"2774","Eleazar Eskin","University of California, Los Angeles","2007","Machine Learning & Data Mining","University of Chicago","Columbia University"
"2775","Eli Gafni","University of California, Los Angeles","1982","Software Engineering","Technion - Israel Institute of Technology","Massachusetts Institute of Technology"
"2776","Eran Halperin","University of California, Los Angeles","2016","Comp. Bio & Bioinformatics","Tel Aviv University","Tel Aviv University"
"2777","George Varghese","University of California, Los Angeles","2016","Computer Networks","Indian Institute of Technology Bombay","Massachusetts Institute of Technology"
"2778","Glenn D. Reinman","University of California, Los Angeles","2001","Computer Architecture","Massachusetts Institute of Technology","University of California, San Diego"
"2779","Guoqing (Harry) Xu","University of California, Los Angeles","2018","Software Engineering","East China Normal University","Ohio State University"
"2780","Guy Van den Broeck","University of California, Los Angeles","2015","Machine Learning & Data Mining","Katholieke Universiteit Leuven","Katholieke Universiteit Leuven"
"2781","Jason Cong","University of California, Los Angeles","1990","Computer Architecture","Peking University","University of Illinois at Urbana-Champaign"
"2782","Jason Ernst","University of California, Los Angeles","2012","Comp. Bio & Bioinformatics","University of Maryland","Carnegie Mellon University"
"2783","Jens Palsberg","University of California, Los Angeles","2003","Programming Languages","Aarhus University","Aarhus University"
"2784","Joseph J. DiStefano III","University of California, Los Angeles","1966","Comp. Bio & Bioinformatics","City College of New York","University of California, Los Angeles"
"2786","Junghoo Cho","University of California, Los Angeles","2001","Databases","Seoul National University","Stanford University"
"2787","Kai-Wei Chang","University of California, Los Angeles","2017","Natural Language Processing","National Taiwan University","University of Illinois at Urbana-Champaign"
"2788","Lixia Zhang","University of California, Los Angeles","1996","Computer Networks","Massachusetts Institute of Technology","Massachusetts Institute of Technology"
"2789","Majid Sarrafzadeh","University of California, Los Angeles","2000","Embedded & Real-Time Systems","University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign"
"2790","Mani B. Srivastava","University of California, Los Angeles","1997","Computer Networks","Indian Institute of Technology Kanpur","University of California, Berkeley"
"2794","Miodrag Potkonjak","University of California, Los Angeles","1995","Algorithms & Complexity","","University of California, Berkeley"
"2795","Miryung Kim","University of California, Los Angeles","2001","Programming Languages","KAIST","University of Washington"
"2796","Quanquan Gu","University of California, Los Angeles","2018","Machine Learning & Data Mining","Tsinghua University","University of Illinois at Urbana-Champaign"
"2797","Rafail Ostrovsky","University of California, Los Angeles","2003","Cryptography","State University of New York","Massachusetts Institute of Technology"
"2798","Raghu Meka","University of California, Los Angeles","2014","Algorithms & Complexity","Indian Institute of Technology Madras","University of Texas at Austin"
"2799","Ravi Arun Netravali","Princeton University","2019","Computer Networks","Columbia University","Massachusetts Institute of Technology"
"2802","Song Chun Zhu","University of California, Los Angeles","2002","Computer Vision","University of Science and Technology of China","Harvard University"
"2803","Songwu Lu","University of California, Los Angeles","2000","Computer Networks","University of Science and Technology of China","University of Illinois at Urbana-Champaign"
"2804","Sriram Sankararaman","University of California, Los Angeles","2015","Comp. Bio & Bioinformatics","Indian Institute of Technology Madras","University of California, Berkeley"
"2805","Stefano Soatto","University of California, Los Angeles","2000","Computer Vision","University of California, Berkeley","California Institute of Technology"
"2806","Todd D. Millstein","University of California, Los Angeles","2004","Programming Languages","Brown University","University of Washington"
"2807","Tony Nowatzki","University of California, Los Angeles","2017","Computer Architecture","University of Minnesota","University of Wisconsin-Madison"
"2808","Tyson Condie","University of California, Los Angeles","2012","Databases","University of California, Berkeley","University of California, Berkeley"
"2809","Wei Wang","University of California, Los Angeles","2012","Machine Learning & Data Mining","Nankai University","University of California, Los Angeles"
"2810","Yizhou Sun","University of California, Los Angeles","2016","Machine Learning & Data Mining","Peking University","University of Illinois at Urbana-Champaign"
"2811","Yuval Tamir","University of California, Los Angeles","1985","High-Performance Computing","University of California, Berkeley","University of California, Berkeley"
"2813","Ahmed Eldawy","University of California, Riverside","2016","Databases","Alexandria University","University of Minnesota"
"2814","Amey Bhangale","University of California, Riverside","2004","Computer Vision","Jadavpur University","University of Maryland"
"2815","Amit K. Roy-Chowdhury","University of California, Riverside","2004","Computer Vision","Jadavpur University","University of Maryland"
"2816","Amr Magdy","University of California, Riverside","2017","Databases","Alexandria University","University of Minnesota"
"2817","Bir Bhanu","University of California, Riverside","1991","Computer Vision","Indian Institute of Technology (BHU) Varanasi","University of Southern California"
"2818","Chengyu Song","University of California, Riverside","2016","Computer Networks","Peking University","Georgia Institute of Technology"
"2819","Chinya V. Ravishankar","University of California, Riverside","1999","Operating Systems","Indian Institute of Technology Bombay","University of Wisconsin-Madison"
"2820","Christian R. Shelton","University of California, Riverside","2003","Artificial Intelligence","Stanford University","Massachusetts Institute of Technology"
"2821","Craig A. Schroeder","University of California, Riverside","2016","Computer Graphics","Drexel University","Stanford University"
"2822","Daniel Wong","University of California, Riverside","2015","Computer Architecture","University of Southern California","University of Southern California"
"2823","Eamonn J. Keogh","University of California, Riverside","2001","Machine Learning & Data Mining","California State University","University of California, Irvine"
"2824","Frank Vahid","University of California, Riverside","2003","Embedded & Real-Time Systems","University of Illinois at Urbana-Champaign","University of California, Irvine"
"2825","Heng Yin","University of California, Riverside","2016","Computer Security","Huazhong University of Science and Technology","College of William & Mary"
"2826","Hung-Wei Tseng","University of California, Riverside","2019","Computer Architecture","National Taiwan University","University of California, San Diego"
"2827","Hyoseung Kim","University of California, Riverside","2016","Embedded & Real-Time Systems","Yonsei University","Carnegie Mellon University"
"2828","Jiasi Chen","University of Michigan","2023","Mobile Computing","Columbia University","Princeton University"
"2829","K. K. Ramakrishnan","University of California, Riverside","2014","Computer Networks","Bangalore University","University of Maryland"
"2830","Konstantinos Karydis","University of California, Riverside","2017","Robotics","National Technical University of Athens","University of Delaware"
"2831","Laxmi N. Bhuyan","University of California, Riverside","2014","Computer Architecture","Sambalpur University","Wayne State University"
"2832","M. Salman Asif","University of California, Riverside","2016","Machine Learning & Data Mining","University of Engineering and Technology","Georgia Institute of Technology"
